set,lens,layer,hits,n,rate,ci_lo,ci_hi
association,logit,13,0,102,0.0,0.0,0.03629446214646319
association,logit,14,0,102,0.0,0.0,0.03629446214646319
association,logit,15,0,102,0.0,0.0,0.03629446214646319
association,logit,16,0,102,0.0,0.0,0.03629446214646319
association,logit,17,0,102,0.0,0.0,0.03629446214646319
association,logit,18,0,102,0.0,0.0,0.03629446214646319
association,logit,19,0,102,0.0,0.0,0.03629446214646319
association,logit,20,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,logit,21,0,102,0.0,0.0,0.03629446214646319
association,logit,22,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,logit,23,0,102,0.0,0.0,0.03629446214646319
association,logit,24,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,logit,25,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,logit,26,0,102,0.0,0.0,0.03629446214646319
association,logit,27,0,102,0.0,0.0,0.03629446214646319
association,logit,28,0,102,0.0,0.0,0.03629446214646319
association,logit,29,0,102,0.0,0.0,0.03629446214646319
association,logit,30,0,102,0.0,0.0,0.03629446214646319
association,logit,31,0,102,0.0,0.0,0.03629446214646319
association,logit,32,0,102,0.0,0.0,0.03629446214646319
association,logit,33,0,102,0.0,0.0,0.03629446214646319
association,logit,34,0,102,0.0,0.0,0.03629446214646319
association,logit,35,0,102,0.0,0.0,0.03629446214646319
association,logit,36,2,102,0.0196078431372549,0.005393752169586284,0.06869308401034893
association,logit,37,3,102,0.029411764705882353,0.0100524482029039,0.08293057499376733
association,logit,38,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,logit,39,3,102,0.029411764705882353,0.0100524482029039,0.08293057499376733
association,logit,40,5,102,0.049019607843137254,0.0211175965489143,0.10965780068122896
association,logit,41,5,102,0.049019607843137254,0.0211175965489143,0.10965780068122896
association,logit,42,3,102,0.029411764705882353,0.0100524482029039,0.08293057499376733
association,logit,43,2,102,0.0196078431372549,0.005393752169586284,0.06869308401034893
association,logit,44,2,102,0.0196078431372549,0.005393752169586284,0.06869308401034893
association,logit,45,0,102,0.0,0.0,0.03629446214646319
association,logit,46,0,102,0.0,0.0,0.03629446214646319
association,logit,47,0,102,0.0,0.0,0.03629446214646319
association,logit,48,0,102,0.0,0.0,0.03629446214646319
association,logit,49,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,logit,50,0,102,0.0,0.0,0.03629446214646319
association,logit,51,0,102,0.0,0.0,0.03629446214646319
association,logit,52,0,102,0.0,0.0,0.03629446214646319
association,logit,53,0,102,0.0,0.0,0.03629446214646319
association,logit,54,0,102,0.0,0.0,0.03629446214646319
association,logit,55,0,102,0.0,0.0,0.03629446214646319
association,logit,56,3,102,0.029411764705882353,0.0100524482029039,0.08293057499376733
association,logit,57,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,logit,58,0,102,0.0,0.0,0.03629446214646319
association,logit,59,2,102,0.0196078431372549,0.005393752169586284,0.06869308401034893
association,logit,60,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,logit,61,2,102,0.0196078431372549,0.005393752169586284,0.06869308401034893
association,logit,62,0,102,0.0,0.0,0.03629446214646319
association,released-J,0,0,102,0.0,0.0,0.03629446214646319
association,released-J,1,0,102,0.0,0.0,0.03629446214646319
association,released-J,2,0,102,0.0,0.0,0.03629446214646319
association,released-J,3,0,102,0.0,0.0,0.03629446214646319
association,released-J,4,0,102,0.0,0.0,0.03629446214646319
association,released-J,5,0,102,0.0,0.0,0.03629446214646319
association,released-J,6,0,102,0.0,0.0,0.03629446214646319
association,released-J,7,0,102,0.0,0.0,0.03629446214646319
association,released-J,8,0,102,0.0,0.0,0.03629446214646319
association,released-J,9,0,102,0.0,0.0,0.03629446214646319
association,released-J,10,0,102,0.0,0.0,0.03629446214646319
association,released-J,11,0,102,0.0,0.0,0.03629446214646319
association,released-J,12,0,102,0.0,0.0,0.03629446214646319
association,released-J,13,0,102,0.0,0.0,0.03629446214646319
association,released-J,14,0,102,0.0,0.0,0.03629446214646319
association,released-J,15,0,102,0.0,0.0,0.03629446214646319
association,released-J,16,0,102,0.0,0.0,0.03629446214646319
association,released-J,17,0,102,0.0,0.0,0.03629446214646319
association,released-J,18,0,102,0.0,0.0,0.03629446214646319
association,released-J,19,0,102,0.0,0.0,0.03629446214646319
association,released-J,20,0,102,0.0,0.0,0.03629446214646319
association,released-J,21,0,102,0.0,0.0,0.03629446214646319
association,released-J,22,0,102,0.0,0.0,0.03629446214646319
association,released-J,23,0,102,0.0,0.0,0.03629446214646319
association,released-J,24,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-J,25,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,released-J,26,5,102,0.049019607843137254,0.0211175965489143,0.10965780068122896
association,released-J,27,6,102,0.058823529411764705,0.027235639345374534,0.12243594490150472
association,released-J,28,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,released-J,29,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,released-J,30,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,released-J,31,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,released-J,32,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,released-J,33,7,102,0.06862745098039216,0.03363822087686714,0.13492955038674817
association,released-J,34,5,102,0.049019607843137254,0.0211175965489143,0.10965780068122896
association,released-J,35,6,102,0.058823529411764705,0.027235639345374534,0.12243594490150472
association,released-J,36,6,102,0.058823529411764705,0.027235639345374534,0.12243594490150472
association,released-J,37,7,102,0.06862745098039216,0.03363822087686714,0.13492955038674817
association,released-J,38,9,102,0.08823529411764706,0.04711555975757313,0.1592445855395142
association,released-J,39,10,102,0.09803921568627451,0.05412802052496393,0.17112831178885937
association,released-J,40,13,102,0.12745098039215685,0.07601833536259127,0.20592655800144005
association,released-J,41,17,102,0.16666666666666666,0.10674216558718021,0.2507874758437952
association,released-J,42,14,102,0.13725490196078433,0.08355366620734478,0.21728741417342262
association,released-J,43,13,102,0.12745098039215685,0.07601833536259127,0.20592655800144005
association,released-J,44,13,102,0.12745098039215685,0.07601833536259127,0.20592655800144005
association,released-J,45,11,102,0.10784313725490197,0.061293197233020486,0.18285932209753886
association,released-J,46,10,102,0.09803921568627451,0.05412802052496393,0.17112831178885937
association,released-J,47,10,102,0.09803921568627451,0.05412802052496393,0.17112831178885937
association,released-J,48,9,102,0.08823529411764706,0.04711555975757313,0.1592445855395142
association,released-J,49,11,102,0.10784313725490197,0.061293197233020486,0.18285932209753886
association,released-J,50,8,102,0.0784313725490196,0.040276685867459944,0.14718727241289134
association,released-J,51,6,102,0.058823529411764705,0.027235639345374534,0.12243594490150472
association,released-J,52,6,102,0.058823529411764705,0.027235639345374534,0.12243594490150472
association,released-J,53,3,102,0.029411764705882353,0.0100524482029039,0.08293057499376733
association,released-J,54,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-J,55,0,102,0.0,0.0,0.03629446214646319
association,released-J,56,5,102,0.049019607843137254,0.0211175965489143,0.10965780068122896
association,released-J,57,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-J,58,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-J,59,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-J,60,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-J,61,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-J,62,0,102,0.0,0.0,0.03629446214646319
association,released-R,0,0,102,0.0,0.0,0.03629446214646319
association,released-R,1,0,102,0.0,0.0,0.03629446214646319
association,released-R,2,0,102,0.0,0.0,0.03629446214646319
association,released-R,3,0,102,0.0,0.0,0.03629446214646319
association,released-R,4,0,102,0.0,0.0,0.03629446214646319
association,released-R,5,0,102,0.0,0.0,0.03629446214646319
association,released-R,6,0,102,0.0,0.0,0.03629446214646319
association,released-R,7,0,102,0.0,0.0,0.03629446214646319
association,released-R,8,0,102,0.0,0.0,0.03629446214646319
association,released-R,9,0,102,0.0,0.0,0.03629446214646319
association,released-R,10,0,102,0.0,0.0,0.03629446214646319
association,released-R,11,0,102,0.0,0.0,0.03629446214646319
association,released-R,12,0,102,0.0,0.0,0.03629446214646319
association,released-R,13,0,102,0.0,0.0,0.03629446214646319
association,released-R,14,0,102,0.0,0.0,0.03629446214646319
association,released-R,15,0,102,0.0,0.0,0.03629446214646319
association,released-R,16,0,102,0.0,0.0,0.03629446214646319
association,released-R,17,0,102,0.0,0.0,0.03629446214646319
association,released-R,18,0,102,0.0,0.0,0.03629446214646319
association,released-R,19,0,102,0.0,0.0,0.03629446214646319
association,released-R,20,0,102,0.0,0.0,0.03629446214646319
association,released-R,21,0,102,0.0,0.0,0.03629446214646319
association,released-R,22,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-R,23,2,102,0.0196078431372549,0.005393752169586284,0.06869308401034893
association,released-R,24,5,102,0.049019607843137254,0.0211175965489143,0.10965780068122896
association,released-R,25,8,102,0.0784313725490196,0.040276685867459944,0.14718727241289134
association,released-R,26,8,102,0.0784313725490196,0.040276685867459944,0.14718727241289134
association,released-R,27,7,102,0.06862745098039216,0.03363822087686714,0.13492955038674817
association,released-R,28,6,102,0.058823529411764705,0.027235639345374534,0.12243594490150472
association,released-R,29,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,released-R,30,5,102,0.049019607843137254,0.0211175965489143,0.10965780068122896
association,released-R,31,4,102,0.0392156862745098,0.015354071528489173,0.09652513868491805
association,released-R,32,6,102,0.058823529411764705,0.027235639345374534,0.12243594490150472
association,released-R,33,7,102,0.06862745098039216,0.03363822087686714,0.13492955038674817
association,released-R,34,8,102,0.0784313725490196,0.040276685867459944,0.14718727241289134
association,released-R,35,7,102,0.06862745098039216,0.03363822087686714,0.13492955038674817
association,released-R,36,7,102,0.06862745098039216,0.03363822087686714,0.13492955038674817
association,released-R,37,8,102,0.0784313725490196,0.040276685867459944,0.14718727241289134
association,released-R,38,10,102,0.09803921568627451,0.05412802052496393,0.17112831178885937
association,released-R,39,10,102,0.09803921568627451,0.05412802052496393,0.17112831178885937
association,released-R,40,13,102,0.12745098039215685,0.07601833536259127,0.20592655800144005
association,released-R,41,13,102,0.12745098039215685,0.07601833536259127,0.20592655800144005
association,released-R,42,11,102,0.10784313725490197,0.061293197233020486,0.18285932209753886
association,released-R,43,11,102,0.10784313725490197,0.061293197233020486,0.18285932209753886
association,released-R,44,11,102,0.10784313725490197,0.061293197233020486,0.18285932209753886
association,released-R,45,9,102,0.08823529411764706,0.04711555975757313,0.1592445855395142
association,released-R,46,8,102,0.0784313725490196,0.040276685867459944,0.14718727241289134
association,released-R,47,8,102,0.0784313725490196,0.040276685867459944,0.14718727241289134
association,released-R,48,10,102,0.09803921568627451,0.05412802052496393,0.17112831178885937
association,released-R,49,10,102,0.09803921568627451,0.05412802052496393,0.17112831178885937
association,released-R,50,7,102,0.06862745098039216,0.03363822087686714,0.13492955038674817
association,released-R,51,6,102,0.058823529411764705,0.027235639345374534,0.12243594490150472
association,released-R,52,7,102,0.06862745098039216,0.03363822087686714,0.13492955038674817
association,released-R,53,2,102,0.0196078431372549,0.005393752169586284,0.06869308401034893
association,released-R,54,0,102,0.0,0.0,0.03629446214646319
association,released-R,55,0,102,0.0,0.0,0.03629446214646319
association,released-R,56,3,102,0.029411764705882353,0.0100524482029039,0.08293057499376733
association,released-R,57,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-R,58,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-R,59,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-R,60,1,102,0.00980392156862745,0.0017327343974216647,0.053457914765777534
association,released-R,61,0,102,0.0,0.0,0.03629446214646319
association,released-R,62,0,102,0.0,0.0,0.03629446214646319
multihop,control,0,0,47,0.0,0.0,0.07555760416399632
multihop,control,1,0,47,0.0,0.0,0.07555760416399632
multihop,control,2,0,47,0.0,0.0,0.07555760416399632
multihop,control,3,0,47,0.0,0.0,0.07555760416399632
multihop,control,4,0,47,0.0,0.0,0.07555760416399632
multihop,control,5,0,47,0.0,0.0,0.07555760416399632
multihop,control,6,0,47,0.0,0.0,0.07555760416399632
multihop,control,7,0,47,0.0,0.0,0.07555760416399632
multihop,control,8,0,47,0.0,0.0,0.07555760416399632
multihop,control,9,0,47,0.0,0.0,0.07555760416399632
multihop,control,10,0,47,0.0,0.0,0.07555760416399632
multihop,control,11,0,47,0.0,0.0,0.07555760416399632
multihop,control,12,0,47,0.0,0.0,0.07555760416399632
multihop,control,13,0,47,0.0,0.0,0.07555760416399632
multihop,control,14,0,47,0.0,0.0,0.07555760416399632
multihop,control,15,0,47,0.0,0.0,0.07555760416399632
multihop,control,16,0,47,0.0,0.0,0.07555760416399632
multihop,control,17,0,47,0.0,0.0,0.07555760416399632
multihop,control,18,0,47,0.0,0.0,0.07555760416399632
multihop,control,19,0,47,0.0,0.0,0.07555760416399632
multihop,control,20,0,47,0.0,0.0,0.07555760416399632
multihop,control,21,0,47,0.0,0.0,0.07555760416399632
multihop,control,22,0,47,0.0,0.0,0.07555760416399632
multihop,control,23,0,47,0.0,0.0,0.07555760416399632
multihop,control,24,0,47,0.0,0.0,0.07555760416399632
multihop,control,25,0,47,0.0,0.0,0.07555760416399632
multihop,control,26,0,47,0.0,0.0,0.07555760416399632
multihop,control,27,0,47,0.0,0.0,0.07555760416399632
multihop,control,28,0,47,0.0,0.0,0.07555760416399632
multihop,control,29,0,47,0.0,0.0,0.07555760416399632
multihop,control,30,0,47,0.0,0.0,0.07555760416399632
multihop,control,31,0,47,0.0,0.0,0.07555760416399632
multihop,control,32,0,47,0.0,0.0,0.07555760416399632
multihop,control,33,0,47,0.0,0.0,0.07555760416399632
multihop,control,34,0,47,0.0,0.0,0.07555760416399632
multihop,control,35,0,47,0.0,0.0,0.07555760416399632
multihop,control,36,0,47,0.0,0.0,0.07555760416399632
multihop,control,37,0,47,0.0,0.0,0.07555760416399632
multihop,control,38,0,47,0.0,0.0,0.07555760416399632
multihop,control,39,0,47,0.0,0.0,0.07555760416399632
multihop,control,40,0,47,0.0,0.0,0.07555760416399632
multihop,control,41,0,47,0.0,0.0,0.07555760416399632
multihop,control,42,0,47,0.0,0.0,0.07555760416399632
multihop,control,43,0,47,0.0,0.0,0.07555760416399632
multihop,control,44,0,47,0.0,0.0,0.07555760416399632
multihop,control,45,0,47,0.0,0.0,0.07555760416399632
multihop,control,46,0,47,0.0,0.0,0.07555760416399632
multihop,control,47,0,47,0.0,0.0,0.07555760416399632
multihop,control,48,0,47,0.0,0.0,0.07555760416399632
multihop,control,49,0,47,0.0,0.0,0.07555760416399632
multihop,control,50,0,47,0.0,0.0,0.07555760416399632
multihop,control,51,0,47,0.0,0.0,0.07555760416399632
multihop,control,52,0,47,0.0,0.0,0.07555760416399632
multihop,control,53,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,control,54,0,47,0.0,0.0,0.07555760416399632
multihop,control,55,0,47,0.0,0.0,0.07555760416399632
multihop,control,56,0,47,0.0,0.0,0.07555760416399632
multihop,control,57,0,47,0.0,0.0,0.07555760416399632
multihop,control,58,0,47,0.0,0.0,0.07555760416399632
multihop,control,59,0,47,0.0,0.0,0.07555760416399632
multihop,control,60,0,47,0.0,0.0,0.07555760416399632
multihop,control,61,0,47,0.0,0.0,0.07555760416399632
multihop,control,62,0,47,0.0,0.0,0.07555760416399632
multihop,logit,0,0,47,0.0,0.0,0.07555760416399632
multihop,logit,1,0,47,0.0,0.0,0.07555760416399632
multihop,logit,2,0,47,0.0,0.0,0.07555760416399632
multihop,logit,3,0,47,0.0,0.0,0.07555760416399632
multihop,logit,4,0,47,0.0,0.0,0.07555760416399632
multihop,logit,5,0,47,0.0,0.0,0.07555760416399632
multihop,logit,6,0,47,0.0,0.0,0.07555760416399632
multihop,logit,7,0,47,0.0,0.0,0.07555760416399632
multihop,logit,8,0,47,0.0,0.0,0.07555760416399632
multihop,logit,9,0,47,0.0,0.0,0.07555760416399632
multihop,logit,10,0,47,0.0,0.0,0.07555760416399632
multihop,logit,11,0,47,0.0,0.0,0.07555760416399632
multihop,logit,12,0,47,0.0,0.0,0.07555760416399632
multihop,logit,13,0,47,0.0,0.0,0.07555760416399632
multihop,logit,14,0,47,0.0,0.0,0.07555760416399632
multihop,logit,15,0,47,0.0,0.0,0.07555760416399632
multihop,logit,16,0,47,0.0,0.0,0.07555760416399632
multihop,logit,17,0,47,0.0,0.0,0.07555760416399632
multihop,logit,18,0,47,0.0,0.0,0.07555760416399632
multihop,logit,19,0,47,0.0,0.0,0.07555760416399632
multihop,logit,20,0,47,0.0,0.0,0.07555760416399632
multihop,logit,21,0,47,0.0,0.0,0.07555760416399632
multihop,logit,22,0,47,0.0,0.0,0.07555760416399632
multihop,logit,23,0,47,0.0,0.0,0.07555760416399632
multihop,logit,24,0,47,0.0,0.0,0.07555760416399632
multihop,logit,25,0,47,0.0,0.0,0.07555760416399632
multihop,logit,26,0,47,0.0,0.0,0.07555760416399632
multihop,logit,27,0,47,0.0,0.0,0.07555760416399632
multihop,logit,28,0,47,0.0,0.0,0.07555760416399632
multihop,logit,29,0,47,0.0,0.0,0.07555760416399632
multihop,logit,30,0,47,0.0,0.0,0.07555760416399632
multihop,logit,31,0,47,0.0,0.0,0.07555760416399632
multihop,logit,32,0,47,0.0,0.0,0.07555760416399632
multihop,logit,33,0,47,0.0,0.0,0.07555760416399632
multihop,logit,34,0,47,0.0,0.0,0.07555760416399632
multihop,logit,35,0,47,0.0,0.0,0.07555760416399632
multihop,logit,36,0,47,0.0,0.0,0.07555760416399632
multihop,logit,37,0,47,0.0,0.0,0.07555760416399632
multihop,logit,38,0,47,0.0,0.0,0.07555760416399632
multihop,logit,39,2,47,0.0425531914893617,0.011748275966789345,0.1424852767789945
multihop,logit,40,2,47,0.0425531914893617,0.011748275966789345,0.1424852767789945
multihop,logit,41,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,42,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,43,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,44,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,45,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,46,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,47,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,48,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,49,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,logit,50,8,47,0.1702127659574468,0.0888636387649026,0.3013977597262439
multihop,logit,51,7,47,0.14893617021276595,0.07406719996431721,0.2768562242359355
multihop,logit,52,9,47,0.19148936170212766,0.10415932698542259,0.32544004579661767
multihop,logit,53,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,logit,54,7,47,0.14893617021276595,0.07406719996431721,0.2768562242359355
multihop,logit,55,17,47,0.3617021276595745,0.23966213245714155,0.5046410346520489
multihop,logit,56,19,47,0.40425531914893614,0.27640034519208756,0.5465787704988904
multihop,logit,57,14,47,0.2978723404255319,0.18651250504604835,0.4397767391904607
multihop,logit,58,14,47,0.2978723404255319,0.18651250504604835,0.4397767391904607
multihop,logit,59,13,47,0.2765957446808511,0.16936563369682642,0.41758563624878886
multihop,logit,60,12,47,0.2553191489361702,0.152531540350547,0.3950817553041745
multihop,logit,61,14,47,0.2978723404255319,0.18651250504604835,0.4397767391904607
multihop,logit,62,17,47,0.3617021276595745,0.23966213245714155,0.5046410346520489
multihop,released-J,0,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,1,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,2,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,3,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,4,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,5,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,6,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,7,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,8,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,9,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,10,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,11,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,12,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,13,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,14,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,15,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,16,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,17,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,18,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,19,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,20,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,21,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,22,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,23,0,47,0.0,0.0,0.07555760416399632
multihop,released-J,24,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,25,2,47,0.0425531914893617,0.011748275966789345,0.1424852767789945
multihop,released-J,26,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,27,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,28,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,29,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,30,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,31,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,32,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,33,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,34,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,35,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-J,36,3,47,0.06382978723404255,0.021945385205433238,0.17162614183124436
multihop,released-J,37,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-J,38,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-J,39,5,47,0.10638297872340426,0.04630478218108157,0.22594269343738355
multihop,released-J,40,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-J,41,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-J,42,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-J,43,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-J,44,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-J,45,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-J,46,6,47,0.1276595744680851,0.05984604198143388,0.25173940792792504
multihop,released-J,47,6,47,0.1276595744680851,0.05984604198143388,0.25173940792792504
multihop,released-J,48,5,47,0.10638297872340426,0.04630478218108157,0.22594269343738355
multihop,released-J,49,7,47,0.14893617021276595,0.07406719996431721,0.2768562242359355
multihop,released-J,50,8,47,0.1702127659574468,0.0888636387649026,0.3013977597262439
multihop,released-J,51,7,47,0.14893617021276595,0.07406719996431721,0.2768562242359355
multihop,released-J,52,6,47,0.1276595744680851,0.05984604198143388,0.25173940792792504
multihop,released-J,53,7,47,0.14893617021276595,0.07406719996431721,0.2768562242359355
multihop,released-J,54,10,47,0.2127659574468085,0.11989707998095002,0.34904026709198405
multihop,released-J,55,19,47,0.40425531914893614,0.27640034519208756,0.5465787704988904
multihop,released-J,56,17,47,0.3617021276595745,0.23966213245714155,0.5046410346520489
multihop,released-J,57,15,47,0.3191489361702128,0.2039537874963744,0.46167343103102854
multihop,released-J,58,12,47,0.2553191489361702,0.152531540350547,0.3950817553041745
multihop,released-J,59,14,47,0.2978723404255319,0.18651250504604835,0.4397767391904607
multihop,released-J,60,16,47,0.3404255319148936,0.2216744384377161,0.48329075438058056
multihop,released-J,61,14,47,0.2978723404255319,0.18651250504604835,0.4397767391904607
multihop,released-J,62,17,47,0.3617021276595745,0.23966213245714155,0.5046410346520489
multihop,released-R,0,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,1,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,2,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,3,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,4,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,5,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,6,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,7,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,8,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,9,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,10,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,11,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,12,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,13,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,14,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,15,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,16,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,17,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,18,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,19,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,20,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,21,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,22,0,47,0.0,0.0,0.07555760416399632
multihop,released-R,23,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,24,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,25,2,47,0.0425531914893617,0.011748275966789345,0.1424852767789945
multihop,released-R,26,2,47,0.0425531914893617,0.011748275966789345,0.1424852767789945
multihop,released-R,27,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,28,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,29,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,30,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,31,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,32,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,33,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,34,1,47,0.02127659574468085,0.0037657680385967812,0.11112981041629329
multihop,released-R,35,2,47,0.0425531914893617,0.011748275966789345,0.1424852767789945
multihop,released-R,36,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-R,37,5,47,0.10638297872340426,0.04630478218108157,0.22594269343738355
multihop,released-R,38,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-R,39,6,47,0.1276595744680851,0.05984604198143388,0.25173940792792504
multihop,released-R,40,5,47,0.10638297872340426,0.04630478218108157,0.22594269343738355
multihop,released-R,41,4,47,0.0851063829787234,0.03359412345792552,0.19931537786964587
multihop,released-R,42,6,47,0.1276595744680851,0.05984604198143388,0.25173940792792504
multihop,released-R,43,5,47,0.10638297872340426,0.04630478218108157,0.22594269343738355
multihop,released-R,44,7,47,0.14893617021276595,0.07406719996431721,0.2768562242359355
