set,multihop,multihop,multihop,multihop,multihop,multihop,multihop,multihop,multihop,multihop,multilingual,multilingual,multilingual,multilingual,multilingual,multilingual,multilingual,multilingual,multilingual,multilingual,association,association,association,association,association,association,association,association,association,association,typo,typo,typo,typo,typo,typo,typo,typo,typo,typo,poetry,poetry,poetry,poetry,poetry,poetry,poetry,poetry,poetry,poetry
lens,logit,j,ln,identity,half,ln+identity,ln+half,identity+half,released-J,released-R,logit,j,ln,identity,half,ln+identity,ln+half,identity+half,released-J,released-R,logit,j,ln,identity,half,ln+identity,ln+half,identity+half,released-J,released-R,logit,j,ln,identity,half,ln+identity,ln+half,identity+half,released-J,released-R,logit,j,ln,identity,half,ln+identity,ln+half,identity+half,released-J,released-R
layer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0425531914893617,0.0851063829787234,0.1276595744680851,0.0851063829787234,0.10638297872340426,0.10638297872340426,0.1276595744680851,0.10638297872340426,0.10638297872340426,0.1276595744680851,0.13157894736842105,0.21578947368421053,0.25263157894736843,0.23157894736842105,0.22631578947368422,0.3105263157894737,0.2578947368421053,0.22631578947368422,0.25263157894736843,0.28421052631578947,0.0392156862745098,0.11764705882352941,0.08823529411764706,0.11764705882352941,0.10784313725490197,0.08823529411764706,0.10784313725490197,0.10784313725490197,0.09803921568627451,0.09803921568627451,0.375,0.6666666666666666,0.7083333333333334,0.59375,0.7083333333333334,0.6979166666666666,0.6875,0.6666666666666666,0.6666666666666666,0.6979166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0425531914893617,0.10638297872340426,0.1276595744680851,0.0425531914893617,0.0851063829787234,0.10638297872340426,0.10638297872340426,0.0851063829787234,0.10638297872340426,0.10638297872340426,0.1368421052631579,0.23684210526315788,0.2578947368421053,0.22105263157894736,0.23684210526315788,0.33157894736842103,0.26842105263157895,0.22631578947368422,0.23157894736842105,0.26842105263157895,0.049019607843137254,0.14705882352941177,0.1568627450980392,0.1568627450980392,0.10784313725490197,0.16666666666666666,0.11764705882352941,0.13725490196078433,0.12745098039215685,0.12745098039215685,0.3333333333333333,0.65625,0.6770833333333334,0.5729166666666666,0.65625,0.6979166666666666,0.6666666666666666,0.65625,0.65625,0.6770833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.02127659574468085,0.0851063829787234,0.1276595744680851,0.0851063829787234,0.0851063829787234,0.14893617021276595,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.12105263157894737,0.22631578947368422,0.23684210526315788,0.20526315789473684,0.23157894736842105,0.3105263157894737,0.24210526315789474,0.21578947368421053,0.22631578947368422,0.2578947368421053,0.049019607843137254,0.14705882352941177,0.1568627450980392,0.1568627450980392,0.11764705882352941,0.17647058823529413,0.10784313725490197,0.11764705882352941,0.16666666666666666,0.13725490196078433,0.2916666666666667,0.65625,0.6770833333333334,0.5729166666666666,0.65625,0.6875,0.65625,0.6354166666666666,0.6354166666666666,0.6770833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.02127659574468085,0.10638297872340426,0.14893617021276595,0.0851063829787234,0.10638297872340426,0.1702127659574468,0.10638297872340426,0.10638297872340426,0.0851063829787234,0.1276595744680851,0.08421052631578947,0.22105263157894736,0.22631578947368422,0.20526315789473684,0.24210526315789474,0.2894736842105263,0.25263157894736843,0.22105263157894736,0.22631578947368422,0.2578947368421053,0.029411764705882353,0.14705882352941177,0.11764705882352941,0.13725490196078433,0.10784313725490197,0.17647058823529413,0.10784313725490197,0.11764705882352941,0.14705882352941177,0.09803921568627451,0.20833333333333334,0.65625,0.6875,0.5520833333333334,0.6041666666666666,0.6979166666666666,0.625,0.6041666666666666,0.65625,0.6354166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.02127659574468085,0.0851063829787234,0.10638297872340426,0.06382978723404255,0.0851063829787234,0.14893617021276595,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.10638297872340426,0.07894736842105263,0.23684210526315788,0.25263157894736843,0.20526315789473684,0.23157894736842105,0.3157894736842105,0.2631578947368421,0.21052631578947367,0.21578947368421053,0.2789473684210526,0.0196078431372549,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.09803921568627451,0.17647058823529413,0.11764705882352941,0.09803921568627451,0.12745098039215685,0.11764705882352941,0.17708333333333334,0.6354166666666666,0.6458333333333334,0.5625,0.59375,0.6875,0.5625,0.5625,0.625,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.02127659574468085,0.0851063829787234,0.1276595744680851,0.06382978723404255,0.0851063829787234,0.14893617021276595,0.1276595744680851,0.0851063829787234,0.0851063829787234,0.14893617021276595,0.06315789473684211,0.23684210526315788,0.25263157894736843,0.21052631578947367,0.19473684210526315,0.30526315789473685,0.22631578947368422,0.2,0.21052631578947367,0.26842105263157895,0.0196078431372549,0.13725490196078433,0.1568627450980392,0.13725490196078433,0.10784313725490197,0.16666666666666666,0.12745098039215685,0.11764705882352941,0.12745098039215685,0.10784313725490197,0.21875,0.6458333333333334,0.6666666666666666,0.5729166666666666,0.5833333333333334,0.6875,0.5729166666666666,0.5625,0.6145833333333334,0.5729166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.02127659574468085,0.0851063829787234,0.10638297872340426,0.06382978723404255,0.0851063829787234,0.1276595744680851,0.1276595744680851,0.0851063829787234,0.0851063829787234,0.14893617021276595,0.06315789473684211,0.23157894736842105,0.24210526315789474,0.21052631578947367,0.20526315789473684,0.2894736842105263,0.22631578947368422,0.18421052631578946,0.20526315789473684,0.23684210526315788,0.0,0.09803921568627451,0.12745098039215685,0.10784313725490197,0.09803921568627451,0.17647058823529413,0.10784313725490197,0.10784313725490197,0.11764705882352941,0.08823529411764706,0.16666666666666666,0.6145833333333334,0.6145833333333334,0.5625,0.46875,0.6875,0.46875,0.5104166666666666,0.6041666666666666,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.02127659574468085,0.1276595744680851,0.1276595744680851,0.06382978723404255,0.0851063829787234,0.1276595744680851,0.10638297872340426,0.0851063829787234,0.1276595744680851,0.1276595744680851,0.05263157894736842,0.2,0.21052631578947367,0.20526315789473684,0.21052631578947367,0.2631578947368421,0.20526315789473684,0.20526315789473684,0.21052631578947367,0.22105263157894736,0.0,0.09803921568627451,0.10784313725490197,0.09803921568627451,0.0784313725490196,0.1568627450980392,0.0784313725490196,0.08823529411764706,0.09803921568627451,0.08823529411764706,0.13541666666666666,0.5520833333333334,0.5208333333333334,0.5208333333333334,0.40625,0.59375,0.3958333333333333,0.4270833333333333,0.5208333333333334,0.4270833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.02127659574468085,0.1276595744680851,0.10638297872340426,0.06382978723404255,0.1276595744680851,0.10638297872340426,0.10638297872340426,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.04736842105263158,0.18421052631578946,0.20526315789473684,0.17894736842105263,0.17894736842105263,0.25263157894736843,0.17894736842105263,0.16842105263157894,0.1736842105263158,0.20526315789473684,0.0,0.09803921568627451,0.10784313725490197,0.10784313725490197,0.09803921568627451,0.1568627450980392,0.0784313725490196,0.09803921568627451,0.10784313725490197,0.0784313725490196,0.125,0.4791666666666667,0.5,0.4791666666666667,0.3958333333333333,0.5416666666666666,0.375,0.3854166666666667,0.4375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.02127659574468085,0.10638297872340426,0.10638297872340426,0.0851063829787234,0.10638297872340426,0.1276595744680851,0.10638297872340426,0.10638297872340426,0.10638297872340426,0.10638297872340426,0.05789473684210526,0.18947368421052632,0.22105263157894736,0.2,0.18947368421052632,0.2789473684210526,0.2,0.17894736842105263,0.19473684210526315,0.23684210526315788,0.0,0.10784313725490197,0.12745098039215685,0.11764705882352941,0.09803921568627451,0.17647058823529413,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.10784313725490197,0.16666666666666666,0.53125,0.53125,0.5208333333333334,0.4479166666666667,0.6354166666666666,0.4583333333333333,0.46875,0.4895833333333333,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.02127659574468085,0.14893617021276595,0.1702127659574468,0.0851063829787234,0.1702127659574468,0.19148936170212766,0.1702127659574468,0.14893617021276595,0.14893617021276595,0.19148936170212766,0.05263157894736842,0.18947368421052632,0.19473684210526315,0.1736842105263158,0.18421052631578946,0.2578947368421053,0.18421052631578946,0.17894736842105263,0.18947368421052632,0.20526315789473684,0.00980392156862745,0.11764705882352941,0.10784313725490197,0.12745098039215685,0.08823529411764706,0.14705882352941177,0.0784313725490196,0.08823529411764706,0.10784313725490197,0.09803921568627451,0.11458333333333333,0.53125,0.5625,0.5208333333333334,0.4583333333333333,0.6145833333333334,0.4895833333333333,0.46875,0.5208333333333334,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.14893617021276595,0.1702127659574468,0.19148936170212766,0.14893617021276595,0.23404255319148937,0.1702127659574468,0.23404255319148937,0.14893617021276595,0.1702127659574468,0.19148936170212766,0.03684210526315789,0.2,0.21578947368421053,0.15789473684210525,0.14736842105263157,0.20526315789473684,0.15789473684210525,0.14210526315789473,0.15789473684210525,0.16842105263157894,0.0,0.08823529411764706,0.06862745098039216,0.08823529411764706,0.06862745098039216,0.10784313725490197,0.06862745098039216,0.0784313725490196,0.0784313725490196,0.06862745098039216,0.0625,0.5729166666666666,0.5520833333333334,0.5,0.4479166666666667,0.5729166666666666,0.4479166666666667,0.4479166666666667,0.5416666666666666,0.5,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0
51,0.14893617021276595,0.14893617021276595,0.19148936170212766,0.10638297872340426,0.2127659574468085,0.14893617021276595,0.2127659574468085,0.14893617021276595,0.14893617021276595,0.23404255319148937,0.15263157894736842,0.3,0.3105263157894737,0.2736842105263158,0.28421052631578947,0.32105263157894737,0.28421052631578947,0.25263157894736843,0.30526315789473685,0.32105263157894737,0.0,0.06862745098039216,0.06862745098039216,0.06862745098039216,0.049019607843137254,0.09803921568627451,0.058823529411764705,0.049019607843137254,0.058823529411764705,0.049019607843137254,0.07291666666666667,0.3125,0.2916666666666667,0.3125,0.25,0.3645833333333333,0.23958333333333334,0.23958333333333334,0.3020833333333333,0.2916666666666667,0.01020408163265306,0.030612244897959183,0.030612244897959183,0.02040816326530612,0.01020408163265306,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.030612244897959183,0.01020408163265306
52,0.1702127659574468,0.23404255319148937,0.23404255319148937,0.14893617021276595,0.2553191489361702,0.2553191489361702,0.2553191489361702,0.2553191489361702,0.1276595744680851,0.2765957446808511,0.1631578947368421,0.29473684210526313,0.3157894736842105,0.28421052631578947,0.2736842105263158,0.32105263157894737,0.29473684210526313,0.26842105263157895,0.28421052631578947,0.30526315789473685,0.0,0.058823529411764705,0.049019607843137254,0.049019607843137254,0.058823529411764705,0.09803921568627451,0.06862745098039216,0.06862745098039216,0.058823529411764705,0.06862745098039216,0.07291666666666667,0.25,0.25,0.22916666666666666,0.21875,0.3125,0.22916666666666666,0.23958333333333334,0.28125,0.3020833333333333,0.0,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306
53,0.0851063829787234,0.14893617021276595,0.14893617021276595,0.14893617021276595,0.23404255319148937,0.19148936170212766,0.2553191489361702,0.19148936170212766,0.14893617021276595,0.19148936170212766,0.15263157894736842,0.28421052631578947,0.3,0.28421052631578947,0.26842105263157895,0.34210526315789475,0.2789473684210526,0.2736842105263158,0.2789473684210526,0.28421052631578947,0.0,0.029411764705882353,0.029411764705882353,0.0392156862745098,0.029411764705882353,0.049019607843137254,0.029411764705882353,0.029411764705882353,0.0196078431372549,0.0196078431372549,0.03125,0.2708333333333333,0.2708333333333333,0.2916666666666667,0.22916666666666666,0.34375,0.22916666666666666,0.25,0.3125,0.34375,0.0,0.030612244897959183,0.030612244897959183,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.030612244897959183,0.01020408163265306,0.030612244897959183,0.02040816326530612
54,0.1276595744680851,0.2127659574468085,0.2127659574468085,0.2127659574468085,0.2553191489361702,0.23404255319148937,0.23404255319148937,0.2553191489361702,0.2127659574468085,0.2553191489361702,0.14736842105263157,0.2894736842105263,0.29473684210526313,0.3,0.2631578947368421,0.3368421052631579,0.26842105263157895,0.2631578947368421,0.2736842105263158,0.2736842105263158,0.0,0.0196078431372549,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.0392156862745098,0.0,0.00980392156862745,0.00980392156862745,0.0,0.03125,0.22916666666666666,0.22916666666666666,0.23958333333333334,0.1875,0.25,0.1875,0.19791666666666666,0.3020833333333333,0.3645833333333333,0.02040816326530612,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.02040816326530612,0.030612244897959183,0.030612244897959183,0.030612244897959183
55,0.3404255319148936,0.3829787234042553,0.40425531914893614,0.3829787234042553,0.40425531914893614,0.48936170212765956,0.425531914893617,0.48936170212765956,0.40425531914893614,0.425531914893617,0.2,0.3,0.30526315789473685,0.28421052631578947,0.29473684210526313,0.3,0.3,0.2789473684210526,0.26842105263157895,0.29473684210526313,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.052083333333333336,0.15625,0.16666666666666666,0.19791666666666666,0.14583333333333334,0.20833333333333334,0.15625,0.15625,0.15625,0.16666666666666666,0.0,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.030612244897959183,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
56,0.40425531914893614,0.3617021276595745,0.3617021276595745,0.40425531914893614,0.46808510638297873,0.46808510638297873,0.44680851063829785,0.46808510638297873,0.3617021276595745,0.46808510638297873,0.22105263157894736,0.3157894736842105,0.3157894736842105,0.30526315789473685,0.3105263157894737,0.32105263157894737,0.3263157894736842,0.3,0.3,0.32105263157894737,0.029411764705882353,0.0196078431372549,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.049019607843137254,0.029411764705882353,0.0196078431372549,0.049019607843137254,0.029411764705882353,0.07291666666666667,0.20833333333333334,0.19791666666666666,0.19791666666666666,0.19791666666666666,0.21875,0.19791666666666666,0.1875,0.21875,0.21875,0.0,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.02040816326530612,0.02040816326530612
57,0.2978723404255319,0.3191489361702128,0.2978723404255319,0.2978723404255319,0.3617021276595745,0.3404255319148936,0.3617021276595745,0.3404255319148936,0.3191489361702128,0.44680851063829785,0.21578947368421053,0.28421052631578947,0.2789473684210526,0.2789473684210526,0.26842105263157895,0.29473684210526313,0.2736842105263158,0.2789473684210526,0.2631578947368421,0.26842105263157895,0.00980392156862745,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.10416666666666667,0.17708333333333334,0.16666666666666666,0.1875,0.16666666666666666,0.21875,0.14583333333333334,0.15625,0.19791666666666666,0.19791666666666666,0.0,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306
58,0.2978723404255319,0.2553191489361702,0.2553191489361702,0.23404255319148937,0.3191489361702128,0.2978723404255319,0.3191489361702128,0.3191489361702128,0.2553191489361702,0.3191489361702128,0.20526315789473684,0.2578947368421053,0.25263157894736843,0.24210526315789474,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.25263157894736843,0.24736842105263157,0.2736842105263158,0.0,0.00980392156862745,0.00980392156862745,0.0,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.08333333333333333,0.14583333333333334,0.15625,0.14583333333333334,0.125,0.17708333333333334,0.125,0.11458333333333333,0.15625,0.16666666666666666,0.0,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306
59,0.2765957446808511,0.2978723404255319,0.3191489361702128,0.2978723404255319,0.3191489361702128,0.3191489361702128,0.3191489361702128,0.2978723404255319,0.2978723404255319,0.3191489361702128,0.22105263157894736,0.28421052631578947,0.28421052631578947,0.28421052631578947,0.28421052631578947,0.2894736842105263,0.28421052631578947,0.28421052631578947,0.28421052631578947,0.28421052631578947,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.029411764705882353,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.07291666666666667,0.11458333333333333,0.11458333333333333,0.13541666666666666,0.10416666666666667,0.15625,0.10416666666666667,0.125,0.10416666666666667,0.125,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306
60,0.2553191489361702,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3617021276595745,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3617021276595745,0.20526315789473684,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.23157894736842105,0.24210526315789474,0.23157894736842105,0.22631578947368422,0.23157894736842105,0.24210526315789474,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0,0.0,0.0196078431372549,0.00980392156862745,0.0,0.0,0.00980392156862745,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.09375,0.09375,0.08333333333333333,0.08333333333333333,0.09375,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306
61,0.2978723404255319,0.2978723404255319,0.3191489361702128,0.3191489361702128,0.3191489361702128,0.3404255319148936,0.3191489361702128,0.2978723404255319,0.2978723404255319,0.3191489361702128,0.18421052631578946,0.2,0.2,0.20526315789473684,0.2,0.20526315789473684,0.2,0.19473684210526315,0.2,0.2,0.0196078431372549,0.00980392156862745,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.00980392156862745,0.0,0.052083333333333336,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.041666666666666664,0.0625,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0
62,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.08947368421052632,0.08947368421052632,0.08947368421052632,0.08947368421052632,0.08947368421052632,0.08947368421052632,0.08947368421052632,0.08947368421052632,0.08947368421052632,0.08947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
