config,layer,cos_to_j,cos_to_released_j,cos_to_released_r
identity+half,53,0.9873504042625427,0.9818370938301086,0.9973337054252625
identity+half,54,0.9915726780891418,0.986267626285553,0.9986995458602905
identity+half,55,0.994531512260437,0.9907281994819641,1.0011320114135742
identity+half,56,0.9969555735588074,0.9939528703689575,1.0029468536376953
identity+half,57,0.9990071654319763,0.9964662194252014,1.0042582750320435
identity+half,58,1.001187801361084,0.9990488886833191,1.0054045915603638
identity+half,59,1.0037412643432617,1.0030454397201538,1.0080112218856812
identity+half,60,1.0063899755477905,1.005752682685852,1.0091358423233032
identity+half,61,1.0083359479904175,1.0075888633728027,1.0091745853424072
identity+half,62,1.0,1.0,1.0
